FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;95F3735FA16BADAE21CAFF1BA1751AE7;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);35414;CADEADO PADO/PAPAIZ 40MM;7891065027148;83011000;;;07 - Material de Uso e Consumo;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;42,35;0;8,45;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;166C5A3866E782A2487D7A82A685DE03;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);50592;TE SD 25MM AMANCO;7891960122221;39174090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;4,7;0;0,94;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;CEE6FF8C92F305BBC28491740DD46188;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);51123;TE SDC/BCH LATAO 25X1/2 AMANCO;7891960710916;39174090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;23,54;0;4,7;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;7CA1D0B2C7B849EB247A72FBEBEF48AF;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);50585;JOELHO SD 90X25MM AMANCO;7891960121422;39174090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;2,36;0;0,47;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;419B8A40C1AED216651D95967D1E5F1A;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);1588;JOELHO SD 90 BUCH LAT 25 X 1/2 AMANCO;7891960710947;39174090;;;07 - Material de Uso e Consumo;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;16,48;0;3,29;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;5DDD4621C892881A0B0021B08E8FADC3;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84896;ASTRA MECANISMO DUPLO UNIV 2 PIG MDU2/RP*BR;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;94,1;0;18,78;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;C1F4C7821F9280A5858C18BA2BD9DCA8;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);70131;TUBO ESG 075 X 6MT;7898130450191;39172300;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;165,89;0;33,11;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;F11CC9E2A1066D377565CF50F36397ED;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88191;CELITE TORN. MESA LAVAT. B. ALTA CROMADO;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;800;0;159,67;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;3FE27A25F67EEE3B985CF28AD4A81327;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84847;HERC TORN LAV BICA ALTA MVS SICILI 2922;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;18,84;0;3,76;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;5DD5CB7F3129CE90EEB9B9CC6F3F534E;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84870;ICO TORN 2266 CS ALAV 1/4 PIA BICA MOVEL;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;400;0;79,84;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;EDB66AE30B88DA6765697A3CCDB02EBA;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84870;ICO TORN 2266 CS ALAV 1/4 PIA BICA MOVEL;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;367,06;0;73,26;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;F5AEDA52FEC6C581DC87CDFFBD2313D8;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84870;ICO TORN 2266 CS ALAV 1/4 PIA BICA MOVEL;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;247,06;0;49,31;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;5E33EA0783759E4285692BCEAD2FE932;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87920;DISCO CORTAG DIAMANTADO SEGMENTADO ECO 110X20MM;7898946623352;68042119;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;82,4;0;16,45;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;91F0FC155511636D30C10B026C50789E;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87891;REGISTRO P/CHUVEIRO 25MM PVC S/CANOPLA;7897801301077;84818099;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;23,52;0;4,69;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;72A0290F959D125A1B99C10B829F675F;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84898;TRAM PODAO P/CACAU S/CABO 77630105;BCSEM GTIN;82014000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;21,18;0;4,23;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;E07BE7D1E561DB24E774627345D24334;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87601;ENGATE VEICULAR;BCSEM GTIN;86073000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;590;52,92;0;10,56;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;5306CDFF453BEECD7538386BC6BADDF0;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);4468;DOBRADICA 184 FP 2.1/2 UND;;83021000;;1004300;07 - Material de Uso e Consumo;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;18,84;0;3,76;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;7D895FC14712BEDF5E50C9AC779B9A1F;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);57066;STAM/CADEADO 45MM;7893858004053;83011000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;42,35;0;8,45;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;46F4430769C59F0230F329F8C4B51CC6;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);78847;KELLOGGS SUCRILHOS FROOT LOOPS 230G 5630 5923;7896292302679;19041000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;23,5;0;4,69;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;28E8819EA5E163279EF8FAE64EC0AD60;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87975;SAL MASTER REFINADO 1KG;BCSEM GTIN;25010020;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;494,2;0;98,64;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;4381FCFEB0D4E12B701218BCA2ED3508;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);80547;SUPRA JUVENIL 2,5MM 42 25KG;BC7896525088493;23099010;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;752,95;0;150,28;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;F4C545002D93BAED45829CDE66346ECC;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);71226;STAM/CADEADO 30MM HASTE MEDIA;7892261000034;83011000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;25,88;0;5,17;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;835EE46256DE622005176DD57BEF421E;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88189;ALIANCA CILINDRO P/FECHADURAS ROSCADO C4;BCSEM GTIN;83016000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;20;0;3,99;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;2861DF5FE4C8AD7A33E1B310D9CD90C2;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87920;DISCO CORTAG DIAMANTADO SEGMENTADO ECO 110X20MM;7898946623352;68042119;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;235,25;0;46,95;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;FC501ABE8AAFE7AF2B56E99EB67CEC6B;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87054;ELETRODO 46 2,50MM DS 13 STAR;BCSEM GTIN;83111000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;147,1;0;29,36;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;B89E93E621D10D88C47A09D1110DF20A;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87255;ATLAS BALDE P/CONCRETO 10LT PRETO;BCSEM GTIN;39269090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;17,65;0;3,52;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;21EDD97893A4C9694A15F9E683F80DC4;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87102;CADEADO PLAST. HASTE INOX PRETO 38MM 1CH TAGOUT;7898729070250;83011000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;21,17;0;4,23;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;18D6BD9804313BADD181C87FD231A5CF;7AEF43AD0760391210F5DBAD87D790DA;07329932000121;PA;55;15251112524415000143550010001151851080054324;115185;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);59031;CALMINEX POMADA 100GR;7896185970947;30049024;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;23,53;0;4,7;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;6EDE53B192D12C2066977DDC184180EA;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);53259;TRAM MARTELO UNHA 27MM 40370027;SEM GTIN;82052000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;58,82;0;11,7;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;361AE002E2696FF0342356786A1F972C;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87903;LINHA DE PEDREIRO DIVERSOS TRANCADA 100MT;BCSEM GTIN;56074900;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;70,6;0;14,04;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;39A4AEE923B1EDCAF5BEB524433EEE17;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84898;TRAM PODAO P/CACAU S/CABO 77630105;BCSEM GTIN;82014000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;9,42;0;1,87;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;1BA7E882E3EBB6127505BB75B0DA8363;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84858;PLUZIE INTER (S) TIPO PERA BRANCO REF 94;BCSEM GTIN;85365090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;14,12;0;2,81;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;2FD3EC9C871502B1D00989717AE364A6;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84847;HERC TORN LAV BICA ALTA MVS SICILI 2922;BCSEM GTIN;84818019;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;9,42;0;1,87;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;10E2731123C0DA2624B1B187E41AED08;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88227;JOELHO 90 INTER DUPLO 3/4" PLASTILIT/PLASBOHN;BCSEM GTIN;39174090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;2,36;0;0,47;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;5B061576BDC6540B375507CE8FBA1A80;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88228;JOELHO 90 INTER 3/4" PLASTILIT;BCSEM GTIN;39174090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;7,06;0;1,4;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;3B4A3438A2DA8657CFEFA6A112BBCBB8;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87670;TE INTERNO TRIPLO 3/4" RURAL AZUL PLASTILIT;BCSEM GTIN;39174090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;5,88;0;1,17;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;49D4D252840AA2307F6402BF73B335AC;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88124;VALV. ADM. CUMMINS ISB / ISF : VS5102;BCSEM GTIN;84099914;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;81,18;0;16,15;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;5C8688DF4DEF51EFD9F48183A9475C9F;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87603;PNEU 295/80R22.5 TRAZANO MD777 MISTO TRACAO 18L 152/149K AA;6922250410481;40112090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;590;55,29;0;11;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;BE0648360340E25BD3D8495D5F62BA4B;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);52376;ARAME GALVANIZADO N16 BELGO;17897047210246;72172090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;197,68;0;39,32;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;C7281FBC9C4F69C077B196CD5184C974;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);3329;ARAME LISO Z700/BELGO MINEIRA;;72172090;;1004501;07 - Material de Uso e Consumo;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;1470,58;0;292,55;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;84F00669AB5D8B662B4EFFAF2CCBF55D;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);35847;TRAM CHAVE COMBINADA 11MM;7891114009255;82041100;;;07 - Material de Uso e Consumo;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;14,12;0;2,81;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;F6675F01D27D1BC0733EE9AF9F400826;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87920;DISCO CORTAG DIAMANTADO SEGMENTADO ECO 110X20MM;7898946623352;68042119;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;94,1;0;18,72;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;2B91B8CCF20D050D6094E8D0E350D7BD;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84898;TRAM PODAO P/CACAU S/CABO 77630105;BCSEM GTIN;82014000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;100;0;19,89;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;72A093BC96AB701DB378BDB946308DA8;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87903;LINHA DE PEDREIRO DIVERSOS TRANCADA 100MT;BCSEM GTIN;56074900;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;70,6;0;14,04;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;F44E0E3067B39D56E1F39B9C804938BF;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87921;COLHER PEDREIRO PACETTA 10 CANTO RETO 2002-10";BCSEM GTIN;82055900;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;129,42;0;25,75;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;BA61B271DF0F07C9C0F5A539023A5568;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88081;ALAV CABO CAPO DIR MB 709/1214/1418/1618;BCSEM GTIN;87082999;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;268,24;0;53,36;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;8905311F7FDCD509900887F63DD50498;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84898;TRAM PODAO P/CACAU S/CABO 77630105;BCSEM GTIN;82014000;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;380;0;75,59;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;CF54E92B7381AE32AD3433A1095B74FE;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);84885;W-MAX DISCO DIAMTD CORTE 110 CONT PCN;BCSEM GTIN;68042119;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;105,87;0;21,06;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;0EDA95F0BA5E0D80A42BCCF1BADAE358;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87934;BROCA IRWIN P/CONCRETO 12MMX150MM;BC7896380131075;82075011;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;16,47;0;3,28;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;B28272296CF99C1660C0ECB63439AA14;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);88225;BROCA SDS PLUS 160 X 08.00 MM IRWIN;BCSEM GTIN;82075011;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;16,47;0;3,28;0;0;0;0;0;0;;;
C170;11/2025-07329932000121;9459E38590BC89B474D43843C4477DB7;1D89B9D3D92F6B0028C5EC35592BA16B;07329932000121;PA;55;15251112524415000143550010001151861573348934;115186;1;00 - Documento Regular;0 - Entrada;45988;45988;192;PJ;SIM;COMERCIAL RURAL XINGU LTDA (Tucuma);87229;FORTLEV ADESIVO 175GR;BCSEM GTIN;35061090;;;00 - Mercadoria para Revenda;;1 - COMPRA DE PRODUTOS;0 - SIM;PA;1128;;090;352,94;0;70,21;0;0;0;0;0;0;;;
