FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1055 Registros;;;;;;;;;;;;;;;;;;;543251,3;0;2714,46;100503,5;;;440048,35;;7260,95000000001;440048,35;;33443,37;0;0;0;0;0;0;0;0 inconsistências;0 sugestões;
C170;09/2025-67903807000105;3A0E847F88DC9A8AF59DF17AF764CFEF;31C08D7909EF777D2C175D3130BA6B53;55;35250908409316000143550010002587081108811160;258708;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899518105;MILHO ESPANHOL T/S MOSTARDA/MEL KG;20081900;;1102;220;370;;0;44,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;325,6;0,0165;5,37;325,6;0,076;24,75;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;748D4E92BB7E45A8DFE99FD5DFDF9B93;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78998572902444;SEMENTE DE ABOBORA TOR.SALGADA;20081900;;1102;220;170;;0;20,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;149,6;0,0165;2,47;149,6;0,076;11,37;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;AE1BE16B459FA264F80D12FBD1CB14FE;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517386;AMENDOIM COB. POVILHO BRANCO;20081100;;1102;020;556,5;;0;66,78;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;489,72;0,0165;8,08;489,72;0,076;37,22;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;6F1AE88216DD3DEB109A75EDFC8B8774;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517900;AMENDOIM COB.JAP.SABOR NATURAL;20081100;;1102;020;514,5;;0;61,74;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;452,76;0,0165;7,47;452,76;0,076;34,41;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;EB9B9BB17E68EC47F6AA92156B7A6797;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;01.TCAJ2;AMENDOIM COB.JAP.SABOR PIMENTA;20081100;;1102;020;85,75;;0;10,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;75,46;0,0165;1,25;75,46;0,076;5,73;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;D5E96888592C00A06355817E5F95E583;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899518580;AMENDOIM COB.JAP.SAB CEB/SALSA;20081100;;1102;020;85,75;;0;10,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;75,46;0,0165;1,25;75,46;0,076;5,73;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;C0C4BC8689DEE7D0F39991187A18D105;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517899;AMENDOIM COB.JAP.SABOR MIX KG;20081100;;1102;020;257,25;;0;30,87;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;226,38;0,0165;3,74;226,38;0,076;17,2;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;C1E7EAAD3EDF79C52633D0D631E8F47D;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899518579;AMENDOIM JAPONES TRADICIONAL;20081100;;1102;020;170;;0;20,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;149,6;0,0165;2,47;149,6;0,076;11,37;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;FB80BE316C7E017D4BCB87402AA501BF;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;01.TFAM1;AMENDOIM GRAUDO RANNER FRITO SALGADO;20081100;;1102;020;138;;0;16,56;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;121,44;0,0165;2;121,44;0,076;9,23;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;A72D5814957C2AB1C0D5671695B26B8D;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517383;AMENDOIM GRAUDO F.S/PELE C/SAL;20081100;;1102;020;420;;0;50,4;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;369,6;0,0165;6,1;369,6;0,076;28,09;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;A0103505A2D8B7FBAFE0AEB888341CD6;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899517384;AMENDOIM GRAUDO RANNER T/SALGADO;20081100;;1102;020;276;;0;33,12;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;242,88;0,0165;4,01;242,88;0,076;18,46;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;3ECBDE872D6C0CBAB7E074B56CB3B027;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78998572902442;MILHO ESPANHOL T/S NATURAL KG;20081900;;1102;220;340;;0;40,8;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;299,2;0,0165;4,94;299,2;0,076;22,74;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;B1219B38118B84B8F2C453231DA6AEB6;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOAC2;AMENDOIM DOCE CROCANTE KG;20081100;;1102;020;357;;0;42,84;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;314,16;0,0165;5,18;314,16;0,076;23,88;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;0C973413E2E48DB2402FFDE9BD3FCF21;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOAM1;AMENDOA DOCE CROCANTE KG;20081900;;1102;020;237;;0;28,44;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;208,56;0,0165;3,44;208,56;0,076;15,85;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;135F9DEBB259C6C79E0A4D7D76F8E3F2;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CAZF1;AZEITONA PRETA FATIADA BD 14KG;20057000;;1102;220;510;;0;61,2;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;448,8;0,0165;7,41;448,8;0,076;34,11;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;F9F14A0244377D4F685CCA604B667D51;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CAZS1;AZEITONA VERDE S/CAROCO BD 14KG;20057000;;1102;220;839,2;;0;100,71;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;738,49;0,0165;12,19;738,49;0,076;56,13;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;183AB78E3AEF37D320FE0A07828D3F21;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78998572908670;AZEITONA PRETA S/CAROCO BD 14K;20057000;;1102;220;482,6;;0;57,92;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;424,68;0,0165;7,01;424,68;0,076;32,28;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;185638E441A861D20DF2B462CAA9B54E;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CVCB1;CEBOLINHA ESP. CONSERVA BD 2KG;20019000;;1102;220;88,2;;0;10,58;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;77,62;0,0165;1,28;77,62;0,076;5,9;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;C5629082601B2577AB17428EFD6D9109;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CVCG1;COGUMELO INTEIRO BD 2 KG;20031000;;1102;020;63;;0;7,56;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;55,44;0,0165;0,91;55,44;0,076;4,21;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;6EB1AD201B9B3F6F9B4051BA3504C949;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;03.CVCG2;COGUMELO FATIADO BD 2 KG;20031000;;1102;020;126;;0;15,12;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;110,88;0,0165;1,83;110,88;0,076;8,43;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;CFAA6B48B018B07FD9D6CF7318852AB5;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;02.DOAG1;AMENDOIM MIUDO DOCE C/ GERGELIM KG;20081100;;1102;020;119;;0;14,28;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;104,72;0,0165;1,73;104,72;0,076;7,96;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;1EDF8E3F554892D1CC14CC44F48F542F;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;01.TSAL1;AMENDOIM GRAUDO T/S PELE C/ ALHO KG;20081100;;1102;020;140;;0;16,8;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;123,2;0,0165;2,03;123,2;0,076;9,36;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;08D65E56A6422DAFFB480692E289EF95;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;97898948112164;GRAO DE BICO ESPANHOL T/S MOST. E MEL KG;20081900;;1102;220;260;;0;31,2;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;228,8;0,0165;3,78;228,8;0,076;17,39;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;83B0FD08C4661A848EE944683CD3176B;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;04.FSDC4;DESIDRATADO CRANBERRIES KG;20089900;;1102;220;205;;0;24,6;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;180,4;0,0165;2,98;180,4;0,076;13,71;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;66C8BEFF0832528996FB2F42A6CEA12C;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;08.CESA1;SEMENTE DE ABOBORA CRUA S/ CASCA KG;12079990;;1102;220;175;;0;21;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;154;0,0165;2,54;154;0,076;11,7;;;;;;;;;;
C170;09/2025-67903807000105;EF11D5AD3FAE64B95BAFB66511EACE6E;21230D7FEFB91439603EB9DF22644054;55;35250908409316000143550010002591141062569027;259114;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000000138;ALIBEC COMERCIAL E IMPORTADORA DE ALIMENTOS EIRELI;78962899518105;MILHO ESPANHOL T/S MOSTARDA/MEL KG;20081900;;1102;220;555;;0;66,6;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;488,4;0,0165;8,06;488,4;0,076;37,12;;;;;;;;;;
C170;09/2025-67903807000105;913079BBEE6B1005630366882DF79904;87659C6E4E395B3C1255CC0B4ED112E9;55;35250908457474000179550010005482631937189162;548263;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000002167;A D COMERCIO DE BEBIDAS E CONDIMENTOS LTDA;18230;X. GROSELHA ASTECA 12X500;21069010;;1102;020;70,44;;0;8,45;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;61,99;0,0165;1,02;61,99;0,076;4,71;;;;;;;;;;
C170;09/2025-67903807000105;ACB75B24CBCA70381F7F3454044A1099;89667C4118A1590E633D6A323416F336;55;35250909477652011554550010014685011846413031;1468501;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000001794;SDB COMERCIO DE ALIMENTOS LTDA;97898948129523;AMIDO MILHO MAIZENA 200G;11081200;;1102;500;459;;0;82,82;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;377,3;0,0165;6,23;377,3;0,076;28,67;;;;;;;;;;
C170;09/2025-67903807000105;ACB75B24CBCA70381F7F3454044A1099;06C15E2CC036725CA31648A7ED5062B0;55;35250909477652011554550010014685011846413031;1468501;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000001794;SDB COMERCIO DE ALIMENTOS LTDA;107395;SAL LEBRE 100G SALEIRO REFINADO LIGHT;25010020;;1102;020;115,89;;0;8,13;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;108,04;0,0165;1,78;108,04;0,076;8,21;;;;;;;;;;
C170;09/2025-67903807000105;1CA192E58E0EF1770C0F64C206DAD3C8;53A29CCCA9992387D91E22428C7B1090;55;35250910293200000133550010001203421754131577;120342;1;00 - Documento Regular;0 - Entrada;45915;45915;FOR000000163;KALENA IMP, EXP. E COM. LTDA;06.570;DADINHO DE TAPIOCA VEGGIE 12X240GR;21069090;;1102;020;183,54;;0;22,03;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;161,51;0,0165;2,66;161,51;0,076;12,27;;;;;;;;;;
C170;09/2025-67903807000105;1CA192E58E0EF1770C0F64C206DAD3C8;868650FA6C89024E67A39902F15FE3E0;55;35250910293200000133550010001203421754131577;120342;1;00 - Documento Regular;0 - Entrada;45915;45915;FOR000000163;KALENA IMP, EXP. E COM. LTDA;06.574;RP - BOLINHO DE ARROZ 250g x 16;21069090;;1102;020;264,68;;0;31,76;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;232,92;0,0165;3,84;232,92;0,076;17,7;;;;;;;;;;
C170;09/2025-67903807000105;1CA192E58E0EF1770C0F64C206DAD3C8;6D1D382E82E5397645C167E5EF5F8430;55;35250910293200000133550010001203421754131577;120342;1;00 - Documento Regular;0 - Entrada;45915;45915;FOR000000163;KALENA IMP, EXP. E COM. LTDA;04.301;RP - SNACK ALGA ORIGINAL 5G X 24;12122100;;1102;200;518,8;;0;93,38;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;425,42;0,0165;7,02;425,42;0,076;32,33;;;;;;;;;;
C170;09/2025-67903807000105;1CA192E58E0EF1770C0F64C206DAD3C8;180DFA98455F8B66043D17522D9C5C75;55;35250910293200000133550010001203421754131577;120342;1;00 - Documento Regular;0 - Entrada;45915;45915;FOR000000163;KALENA IMP, EXP. E COM. LTDA;04.303;RP - SNACK ALGA BARBECUE 5G X 24;12122100;;1102;200;103,76;;0;18,68;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;85,08;0,0165;1,4;85,08;0,076;6,47;;;;;;;;;;
C170;09/2025-67903807000105;1CA192E58E0EF1770C0F64C206DAD3C8;5FCCBBF74B40CDA281682C7D93B7597B;55;35250910293200000133550010001203421754131577;120342;1;00 - Documento Regular;0 - Entrada;45915;45915;FOR000000163;KALENA IMP, EXP. E COM. LTDA;04.302;RP - SNACK ALGA WASABI 5G X 24;12122100;;1102;200;103,76;;0;18,68;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;85,08;0,0165;1,4;85,08;0,076;6,47;;;;;;;;;;
C170;09/2025-67903807000105;849019F89E17981FC9701D45233B732D;EE322509ABD634FA8C2C5315DAD965B4;55;35250910646998000400550010000505301366622115;50530;1;00 - Documento Regular;0 - Entrada;45922;45922;FOR000002654;KFG COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;00015375;LEITE DE COCO EM PO 100G QUALICOCO LOTE: 0925;21069090;;1102;020;98,04;;0;11,76;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;86,28;0,0165;1,42;86,28;0,076;6,56;;;;;;;;;;
C170;09/2025-67903807000105;849019F89E17981FC9701D45233B732D;44066FD818D219056D85637F55B93198;55;35250910646998000400550010000505301366622115;50530;1;00 - Documento Regular;0 - Entrada;45922;45922;FOR000002654;KFG COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;00012973;OLEO DE GERGELIM NATURAL 250ML SESAMO REAL LOTE: 080310240;15155000;;1102;020;331,44;;0;23,19;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;308,25;0,0165;5,09;308,25;0,076;23,43;;;;;;;;;;
C170;09/2025-67903807000105;849019F89E17981FC9701D45233B732D;227683F527473D64B00CB2A35F2290E4;55;35250910646998000400550010000505301366622115;50530;1;00 - Documento Regular;0 - Entrada;45922;45922;FOR000002654;KFG COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;00012874;TAHINE INT 350G SESAMO REAL LOTE: 320204250;12074090;;1102;020;204,24;;0;24,51;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;179,73;0,0165;2,97;179,73;0,076;13,66;;;;;;;;;;
C170;09/2025-67903807000105;849019F89E17981FC9701D45233B732D;0039A9DAB5B63D5C064A8F5E537E7507;55;35250910646998000400550010000505301366622115;50530;1;00 - Documento Regular;0 - Entrada;45922;45922;FOR000002654;KFG COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;00012876;TAHINE TRAD 320G SESAMO REAL LOTE: 360704250;12074090;;1102;020;219,12;;0;26,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;192,83;0,0165;3,18;192,83;0,076;14,66;;;;;;;;;;
C170;09/2025-67903807000105;B892E08CAB07195FFF5742D7B3242281;39F835F50FCA4534CD30AC0F9538A1F2;55;35250912071181000126550010000148341130665886;14834;1;00 - Documento Regular;0 - Entrada;45903;45903;FOR000001082;RJK COMERCIO DE PRODUTOS ORIENTAIS LTDA;97898948110199;Tofu caseiro 500gr (queijo de soja);20051000;;1102;000;49,75;;0;8,96;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;40,79;0,0165;0,67;40,79;0,076;3,1;;;;;;;;;;
C170;09/2025-67903807000105;192DD738AB3C94ADB698F3BF9EC198B1;0FC7808CD5EFDAD6FE6A4CACDAC86C48;55;35250912071181000126550010000148401236661466;14840;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000001082;RJK COMERCIO DE PRODUTOS ORIENTAIS LTDA;97898948110201;Tofu Kinogushi  400gr (queijo de soja);20051000;;1102;000;17,4;;0;3,13;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;14,27;0,0165;0,24;14,27;0,076;1,08;;;;;;;;;;
C170;09/2025-67903807000105;192DD738AB3C94ADB698F3BF9EC198B1;888AD6364E9A172EAD1DDB42659FFCF7;55;35250912071181000126550010000148401236661466;14840;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000001082;RJK COMERCIO DE PRODUTOS ORIENTAIS LTDA;97898948110198;Tofu caixa 500gr  (queijo de soja);20051000;;1102;000;29,85;;0;5,37;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;24,48;0,0165;0,4;24,48;0,076;1,86;;;;;;;;;;
C170;09/2025-67903807000105;192DD738AB3C94ADB698F3BF9EC198B1;CBB9FEFED83F022FBB4215C47F3436B0;55;35250912071181000126550010000148401236661466;14840;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000001082;RJK COMERCIO DE PRODUTOS ORIENTAIS LTDA;97898948110199;Tofu caseiro 500gr (queijo de soja);20051000;;1102;000;149,25;;0;26,87;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;122,38;0,0165;2,02;122,38;0,076;9,3;;;;;;;;;;
